,image,caption,contest_number,rank,from_description,image_description,image_location,image_uncanny_description,explanation,questions
542,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=600x510 at 0x12BFBE650>,You will have one more try when the music starts.,550,finalist,,,,,,
543,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=600x510 at 0x12BFBE650>,He takes the title of Chairman quite seriously.,550,bad,,,,,,
544,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=507x502 at 0x12BFBE740>,"Just don't point it at your car, ok?",414,bad,,,,,,
545,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=507x502 at 0x12BFBE740>,It comes with its own remote.,414,winner,"scene: an electronics store description: People are at an electronics store. The man is carrying a huge TV controller. He is showing it to some customers. uncanny: There is a man with a huge TV controller. entities: Remote_control, Sales. caption: It comes with its own remote.",People are at an electronics store. The man is carrying a huge TV controller. He is showing it to some customers.,an electronics store,There is a man with a huge TV controller.,"A joke about big televisions needing similarly big remotes --- big, widescreen television are sold in electronics stores. While the remote are normal sized, the joke here is that each big tv also comes with a big remote.",['Why is the TV controller so huge?']
546,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=297x229 at 0x12BFBEA70>,I'll be there in ten thousand feet.,270,finalist,,,,,,
547,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=297x229 at 0x12BFBEA70>,It's another of the service cutbacks.,270,bad,,,,,,
548,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=323x280 at 0x12BFBEC20>,"Oh, he probably just smells your python.",35,finalist,,,,,,
549,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=323x280 at 0x12BFBEC20>,I don't care if it worked for Oprah.,35,bad,,,,,,
550,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x667 at 0x12BFBECB0>,Looks like you're already familiar with the side effects.,700,winner,"scene: a pharmacy description: A centaur is inside a store. He is purchasing some things from a clerk. uncanny: Centaurs don't exist, and they probably wouldn't be allowed in stores if they did. entities: Medicine, Centaur. caption: Looks like you're already familiar with the side effects.",A centaur is inside a store. He is purchasing some things from a clerk.,a pharmacy,"Centaurs don't exist, and they probably wouldn't be allowed in stores if they did.","The side effect of this man's prescription drug is that it turns him into a centaur. This funny part is how nonchalant the pharmacist is about this side effect: her response is as if she sees this very unusual side effect quite regularly, and it's not a big deal. Apparently, the only action required is to be familiar with the side effect, as if it were a more benign one like drowsiness.",['What is he buying?']
551,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x667 at 0x12BFBECB0>,I just haven't been feeling like myself lately.,700,bad,,,,,,
552,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x559 at 0x12BFBED70>,"Typical, stiff in all the wrong places.",504,bad,,,,,,
553,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x559 at 0x12BFBED70>,Taxidermy saved our marriage.,504,finalist,,,,,,
554,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=323x233 at 0x12BFBE860>,"""O.K., let's start with 'row , row, row your boat'. Chester, you start"".",75,bad,,,,,,
555,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=323x233 at 0x12BFBE860>,And all because of the account that got awa-a-a-a-a-a-a-a-a-a-a-y ...,75,winner,"scene: a meeting room description: An office meeting is being held in a room in a high rise. The leader is giving a speech on a microphone but the desk he and his colleagues are using is the top of a grand piano. uncanny: While a grand piano is a hard surface where many things can be done, it is never the case to actually use it as a table. entities: Piano, Board_of_directors. caption: And all because of the account that got awa-a-a-a-a-a-a-a-a-a-a-y ...",An office meeting is being held in a room in a high rise. The leader is giving a speech on a microphone but the desk he and his colleagues are using is the top of a grand piano.,a meeting room,"While a grand piano is a hard surface where many things can be done, it is never the case to actually use it as a table.","A reference to ""The Man That Got Away"" by Judy Garland, which is a famous pop song about a lost love that is sung with a piano accompaniment. The cartoon depicts a boss playing piano during a meeting --- and so, the popular lyric is modified by replacing ""man"" by ""account"". Instead of a lost love, the song becomes about a more benign case: a business deal that fell through. It's funny in part because the boss is not only acting a bit over-dramatic, but also, forcing his employees to listen to his signing, which isn't exactly professional.",['Why is a piano used as a table?']
556,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=640x800 at 0x12BFBEEC0>,"Mind your manners, honey. I think they're trying to tell us something.",696,bad,,,,,,
557,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=640x800 at 0x12BFBEEC0>,I have a feeling I'm not going to like the suggested wine pairing.,696,finalist,,,,,,
558,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=323x211 at 0x12BFBEF50>,I think that Rogaine is a waste of money.,70,bad,,,,,,
559,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=323x211 at 0x12BFBEF50>,That actor looks exactly like you!,70,finalist,,,,,,
560,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=600x482 at 0x12BFBEFE0>,Make that one cappuccino and nine mice.,564,bad,,,,,,
561,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=600x482 at 0x12BFBEFE0>,Hire the one that said 'Whom'.,564,finalist,,,,,,
562,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x648 at 0x12BFBF130>,I made this on a 3D printer,419,bad,,,,,,
563,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x648 at 0x12BFBF130>,You will feel a thing.,419,winner,"scene: doctor's office description: A patient is sitting in an examination room. The doctor is entering, carrying a needle. uncanny: The needle is humongous. entities: Physical_examination, Vaccine. caption: You will feel a thing.","A patient is sitting in an examination room. The doctor is entering, carrying a needle.",doctor's office,The needle is humongous.,"Doctors often assure patience before injections that they won't feel a thing: this calms people with a fear of needles. But here, the phrase is turned on its head: because the needle is ominously large, the doctor humorously assures the patient that they will indeed experience pain. This is funny because it's a more honest commentary on the pain associated with shots, where patients often feel it even if the doctor says they won't.",['How is he going to give the man a shot with that monstrosity?']
564,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=400x285 at 0x12BFBEDA0>,"Call me old-fashioned, but I simply can't respect a man who eats with his hat on.",10,bad,,,,,,
565,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=400x285 at 0x12BFBEDA0>,I'm beginning to think I liked you better when you worked at Morgan Stanley.,10,finalist,,,,,,
566,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=600x464 at 0x12BFBF040>,"So like I was saying, the patent office turned us down.",537,bad,,,,,,
567,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=600x464 at 0x12BFBF040>,"He's not reinventing it, he's making it great again.",537,finalist,,,,,,
568,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=297x229 at 0x12BFBF1F0>,I guess you could call me an adventure capitalist.,270,finalist,,,,,,
569,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=297x229 at 0x12BFBF1F0>,All source documents are history. Don't ask.,270,bad,,,,,,
570,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=720x528 at 0x12BFBF370>,One thing led to another.,357,finalist,,,,,,
571,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=720x528 at 0x12BFBF370>,Ignore him. He's only my fantasy.,357,bad,,,,,,
572,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x563 at 0x12BFBF1C0>,"I know I don't look familiar, but, believe me, I eat here all the time.",701,winner,"scene: a restaurant description: A waitress is in a restaurant taking an order. A customer is perusing the menu. uncanny: The customer is a big mouse. entities: Waiting_staff, Menu, Mouse. caption: I know I don't look familiar, but, believe me, I eat here all the time.",A waitress is in a restaurant taking an order. A customer is perusing the menu.,a restaurant,The customer is a big mouse.,"A joke about mice in kitchens. Some restaurant kitchens are infested with pests like cockroaches, or in this case, mice. The mice eats at the restaurant frequently because it has infested the kitchen and, e.g., eats scraps from the floor or from storage. The mouse is eating like a normal patron now, but this doesn't change the fact that he literally eats there all the time.",['Why is a mouse so huge and in a restaurant?']
573,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x563 at 0x12BFBF1C0>,Do you have anything that hasn't been contaminated by humans?,701,bad,,,,,,
574,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=600x360 at 0x12BFBDA50>,My agent says it will be worth a lot more after I’m dead.,462,winner,"scene: stoneage description: Some cavemen are standing around in a cave. There is a caveman sitting on a rock with a club. uncanny: One of the cavemen is wearing a modern suit. entities: Hieroglyph, Caveman. caption: My agent says it will be worth a lot more after I’m dead.",Some cavemen are standing around in a cave. There is a caveman sitting on a rock with a club.,stoneage,One of the cavemen is wearing a modern suit.,"A joke about the work of artists becoming more valuable after they die, which is a common trope. Here, the agent is the one in the suit; he is correct that cavepaintings are probably worth a lot in the modern world. It's funny because while the trope applies to the modern world, it's humorous to think of the cave-people being aware of it, e.g., because they don't even have monetary systems.",['Why is he wearing that?']
575,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=600x360 at 0x12BFBDA50>,Notice how the stripes make him look more slender.,462,bad,,,,,,
576,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=703x618 at 0x12BFBF3D0>,This particular species is believed to have travelled in troupes.,329,winner,"scene: museum description: Two people are looking at a dinosaur skeleton in a museum. The skeleton has a top hat and cane. uncanny: The costume is not part of the dino skeleton. entities: Fossil, Dance. caption: This particular species is believed to have travelled in troupes.",Two people are looking at a dinosaur skeleton in a museum. The skeleton has a top hat and cane.,museum,The costume is not part of the dino skeleton.,"The word ""troupes"" sounds like the word ""groups"" --- biologists will often speculate as to whether or not extinct species ""traveled in groups"" based on fossil records. But here, because the dinosaurs are dancing together, they are travelling in a ""dancing troupe"", which is funny.",['Who put that on the dinosaur?']
577,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=703x618 at 0x12BFBF3D0>,People don't care about anything unless they can call in and vote.,329,bad,,,,,,
578,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=493x226 at 0x12BFBF520>,When's the last time you charged a man who looked at me?,311,finalist,,,,,,
579,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=493x226 at 0x12BFBF520>,"It's not a huge improvement over the elephant, but it's a start.",311,bad,,,,,,
580,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=465x333 at 0x12BFBF910>,David Foster Wallace has left you his entire estate.,161,bad,,,,,,
581,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=465x333 at 0x12BFBF910>,"I guess we have a deal, but we don't have to shake on it.",161,finalist,,,,,,
582,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x638 at 0x12BFBF9D0>,That rabbit had no idea who he was messing with.,341,finalist,,,,,,
583,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x638 at 0x12BFBF9D0>,Tell me more about your health care system.,341,bad,,,,,,
584,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x793 at 0x12BFBFC40>,Really? Ritz crackers?,557,bad,,,,,,
585,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x793 at 0x12BFBFC40>,I'll be damned.,557,finalist,,,,,,
586,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=323x223 at 0x12BFBFB50>,See Spot run. See Spot run. Who wrote this crap?,19,winner,"scene: a living room description: A dog and a woman are sitting next to each other on a couch, facing another man with a newspaper open in front of him. The dog appears to have a book open in front of him. uncanny: It's unusual to see a dog reading something entities: Anthropomorphism, Dog, Reading. caption: See Spot run. See Spot run. Who wrote this crap?","A dog and a woman are sitting next to each other on a couch, facing another man with a newspaper open in front of him.  The dog appears to have a book open in front of him.",a living room,It's unusual to see a dog reading something,"The reading dog is leveraging a surprisingly sophisticated criticism of the book See Spot Run (about a dog Spot). Dogs cant read, and so the idea that one not only can this one read, but also, it can know that ""see spot run"" is a simple/boring story with an childishly simplistic depiction of its life is funny.",['What is that dog reading?']
587,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=323x223 at 0x12BFBFB50>,Brad and Angelina are postponing the wedding.,19,bad,,,,,,
588,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=297x229 at 0x12BFBFE20>,"I have to say, I'm not a big fan of cloud computing.",270,winner,"scene: the sky description: A man in a suit is parachuting from the sky. As he is parachuting he seems to be on the phone and has a laptop on his lap. He also has a briefcase that has opened up and papers are flying everywhere. uncanny: The man is dressed like he belongs in an office instead of parachuting. People don't usually wear a suit and bring their briefcase. entities: D._B._Cooper, Parachute, Theft. caption: I have to say, I'm not a big fan of cloud computing.",A man in a suit is parachuting from the sky. As he is parachuting he seems to be on the phone and has a laptop on his lap. He also has a briefcase that has opened up and papers are flying everywhere.,the sky,The man is dressed like he belongs in an office instead of parachuting. People don't usually wear a suit and bring their briefcase.,"A play on the words ""cloud computing"" --- usually, cloud computing refers to a type of computing that takes place in a figurative cloud, i.e., a cluster of computers located offsite accessible through the internet. But here, the parachuter is using a computer in the literal clouds, and is looking like he is having a lot of trouble doing so.",['Why is the man working on his computer while parachuting?']
589,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=297x229 at 0x12BFBFE20>,The kid with the gameboy only got a warning.,270,bad,,,,,,
590,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x676 at 0x12BFBFD30>,"Yes, we seated a potato, but he had a jacket.",695,finalist,,,,,,
591,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x676 at 0x12BFBFD30>,You're assigned to all tables all the time. No tips.,695,bad,,,,,,
592,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=323x212 at 0x12BFBFF40>,Ooh... I'm going to allow this!,43,finalist,,,,,,
593,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=323x212 at 0x12BFBFF40>,I've never heard of a pro bozo attorney.,43,bad,,,,,,
594,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=792x612 at 0x12BFBFCD0>,Sometimes I really hate the adversarial system.,176,bad,,,,,,
595,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=792x612 at 0x12BFBFCD0>,"For a divorce case, that went smoothly.",176,finalist,,,,,,
596,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x676 at 0x12BFBFB20>,We have a strict dress code... put on some pants!,695,bad,,,,,,
597,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x676 at 0x12BFBFB20>,"I'm sorry, sir. We no longer serve bread.",695,finalist,,,,,,
598,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=703x618 at 0x12BFBFF10>,They hated each other when they were alive.,329,finalist,,,,,,
599,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=703x618 at 0x12BFBFF10>,Good. Now go put a tutu on the whale.,329,bad,,,,,,
600,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=614x387 at 0x12BFBF7F0>,You both know Jane,370,winner,"scene: a party description: A group of people are crowded around in a living room talking to one another. A man in the foreground introduces two individuals one appears to be a regular human male the other appears to be an animal. uncanny: There is a hairy, furry animal standing upright in a living room with other human beings inside. entities: Missing_link_(human_evolution), White-collar_worker. caption: You both know Jane",A group of people are crowded around in a living room talking to one another. A man in the foreground introduces two individuals one appears to be a regular human male the other appears to be an animal.,a party,"There is a hairy, furry animal standing upright in a living room with other human beings inside.","A reference to Jane Goodall. Goodall is a scientist who is famous for studying chimpanzees, as represented by the ape at the party. This party is likely a scientific conference on biology, but the unusual part is that the subject of the study, the chimp, is invited. Both the peer scientist and the chimpanzee know Goodall, but for different reasons.",['Why is there a cavemen like animal in a living room with other human beings?']
601,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=614x387 at 0x12BFBF7F0>,Accounting meet archives.,370,bad,,,,,,
602,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=445x306 at 0x12C0740A0>,I told you I felt a jerk.,444,bad,,,,,,
603,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=445x306 at 0x12C0740A0>,Don’t retain it.,444,finalist,,,,,,
604,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=400x303 at 0x12C074130>,I've had it with money-laundering cases.,122,bad,,,,,,
605,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=400x303 at 0x12C074130>,I wish they'd let us wear short-sleeved robes.,122,finalist,,,,,,
606,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=493x226 at 0x12C0742B0>,He was a terrible pet—why did we think he'd make a great coffee table?,311,winner,"scene: a living room description: There is a hippo in the middle of a living room. An angry woman is on the sofa and a man is in the chair. uncanny: There is a hippo in a house. entities: Hippopotamus, Marriage. caption: He was a terrible pet—why did we think he'd make a great coffee table?",There is a hippo in the middle of a living room. An angry woman is on the sofa and a man is in the chair.,a living room,There is a hippo in a house.,"A surreal joke about a man trying to convince his wife that the hippo he bought for a pet was a good idea. After failing to convince his wife that the hippo is a good pet, he has repurposed the hippo as a coffee table by placing it in the middle of their living room. She is again unimpressed with its functionality in this capacity.",['Why is there a hippo in the house?']
607,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=493x226 at 0x12C0742B0>,"The next time they offer a choice of pledge gifts, pick the DVD.",311,bad,,,,,,
608,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=465x349 at 0x12C074370>,I told you to hire a professional!,150,finalist,,,,,,
609,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=465x349 at 0x12C074370>,"Mother's not moving in, so just forget it !",150,bad,,,,,,
610,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=400x289 at 0x12C074490>,Why did you think angels had wings?,118,winner,"scene: heaven description: Two angels are sitting on rocks on top of a cloud. One of them looks worried. uncanny: It's a pretty standard depiction of heaven, so nothing is out of place. entities: Angel, Worry. caption: Why did you think angels had wings?",Two angels are sitting on rocks on top of a cloud. One of them looks worried.,heaven,"It's a pretty standard depiction of heaven, so nothing is out of place.","The angels are sitting on eggs, like chickens. In this situation, the older angel is explaining that the reason angels have wings is that they reproduce like birds, i.e., they raise eggs by nesting with them. This is surprising because usually angels are thought of as heightened forms of humans, and wings are seen as an empowering addition. But here, the angels have to raise eggs, and the younger angel seems disappointed by this.",['What are the angels talking about?']
611,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=400x289 at 0x12C074490>,"I dunno, Angie. Whatta you wanna do?",118,bad,,,,,,
612,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=493x226 at 0x12C0745E0>,"When it's an elephant, we'll talk.",311,finalist,,,,,,
613,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=493x226 at 0x12C0745E0>,"You don't feel it, do you? I knew it.",311,bad,,,,,,
614,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=323x254 at 0x12C0746A0>,It says here there are several ways to get the worm.,103,bad,,,,,,
615,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=323x254 at 0x12C0746A0>,The Speedo would suggest that he's not native to Vermont.,103,finalist,,,,,,
616,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=465x319 at 0x12C074730>,Sorry about the wait.,345,finalist,,,,,,
617,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=465x319 at 0x12C074730>,My name is Morpheus.,345,bad,,,,,,
618,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x697 at 0x12C0747C0>,They tell me your family has been doing lab work for generations.,730,finalist,,,,,,
619,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x697 at 0x12C0747C0>,"Well, this is an unexpected result, especially since you're wearing a tie.",730,bad,,,,,,
620,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x652 at 0x12C074850>,How's that door coming along?,721,finalist,,,,,,
621,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x652 at 0x12C074850>,My turn to be the mad king,721,bad,,,,,,
622,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=600x464 at 0x12C0748B0>,And they say life can't exist in a vacuum.,586,finalist,,,,,,
623,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=600x464 at 0x12C0748B0>,I knew we should have showered this morning.,586,bad,,,,,,
624,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=432x310 at 0x12C074910>,I told you the cement needed more gravel.,409,bad,,,,,,
625,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=432x310 at 0x12C074910>,Luca Brasi flies with the seagulls!,409,finalist,,,,,,
626,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=400x257 at 0x12C074A00>,I never bought the Atkins diet either.,4,bad,,,,,,
627,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=400x257 at 0x12C074A00>,How about Little Italy for dessert?,4,finalist,,,,,,
628,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=600x600 at 0x12C074A60>,"Finally, a CEO who doesn't suck all the oxygen out of the room.",545,finalist,,,,,,
629,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=600x600 at 0x12C074A60>,"Plants create jobs, people. We need to build more plants.",545,bad,,,,,,
630,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x593 at 0x12C074AC0>,"No sir, I did not paint the cloud on your window.",411,bad,,,,,,
631,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x593 at 0x12C074AC0>,We're going out for a quick bite if you want to join us.,411,finalist,,,,,,
632,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=600x449 at 0x12C074B20>,Don't just stand there. Tuck me in.,567,finalist,,,,,,
633,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=600x449 at 0x12C074B20>,It's called a working siesta.,567,bad,,,,,,
634,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=445x306 at 0x12C074C10>,Hurry. These are billable hours.,444,finalist,,,,,,
635,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=445x306 at 0x12C074C10>,My mom always said he was a good catch!,444,bad,,,,,,
636,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x638 at 0x12C074C70>,"No it's true. Walking, I move incredibly slow.",341,finalist,,,,,,
637,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x638 at 0x12C074C70>,Wow! Now THIS was worth the price of admission!,341,bad,,,,,,
638,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x562 at 0x12C074DF0>,I think I see the one who's going to be a problem.,750,finalist,,,,,,
639,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x562 at 0x12C074DF0>,"I have no idea how to tell them apart, do you?",750,bad,,,,,,
640,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=400x289 at 0x12C074EB0>,Remember when nine months seemed like an eternity?,118,bad,,,,,,
641,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=400x289 at 0x12C074EB0>,It's not the tedium. It's the uncertainty.,118,finalist,,,,,,
642,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=323x212 at 0x12C074F10>,Even the Founding Fathers couldn't predict their experiment would end up like this.,43,bad,,,,,,
643,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=323x212 at 0x12C074F10>,"I don't know about you, counsellor, but I kind of wish there were more murders at the circus.",43,finalist,,,,,,
644,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=323x244 at 0x12C074FA0>,But what if you fall when no one is around?,50,finalist,,,,,,
645,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=323x244 at 0x12C074FA0>,"Careful, Harold. You're making the CIA look good!",50,bad,,,,,,
646,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=614x387 at 0x12C075210>,"Harry, hairy. Hairy, Harry.",370,finalist,,,,,,
647,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=614x387 at 0x12C075210>,"Missing Link, meet Middle Management.",370,bad,,,,,,
648,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=533x383 at 0x12C0752A0>,My eyes are down here.,431,finalist,,,,,,
649,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=533x383 at 0x12C0752A0>,It covers the cassette slot.,431,bad,,,,,,
650,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=300x217 at 0x12C075330>,he never knew what hit him.,316,bad,,,,,,
651,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=300x217 at 0x12C075330>,I was hoping for eternal rest.,316,winner,"scene: heaven description: Two men are riding their bicycles in the clouds. They seem to be angels with halos. uncanny: There aren't bicycles in heaven. entities: Bicycle, Angel. caption: I was hoping for eternal rest.",Two men are riding their bicycles in the clouds. They seem to be angels with halos.,heaven,There aren't bicycles in heaven.,"""Eternal rest"" is a phrase that refers to death. Here, the dead people are in heaven, but instead of getting a literal rest in the afterlife, humorously, the transportation in heaven is bicycles, which require physical work to use. The people were promised ""eternal rest"" before dying, but after dying, are unable to physically rest because they have to pedal their bikes.",['Where did the bikes come from?']
652,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x679 at 0x12C075450>,This is probably a good time to put things on ice.,681,bad,,,,,,
653,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x679 at 0x12C075450>,I can't believe you wore shorts. Everyone was staring.,681,finalist,,,,,,
654,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=323x169 at 0x12C0754B0>,I told you this house was too close to the moon.,105,finalist,,,,,,
655,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=323x169 at 0x12C0754B0>,hose a guy...then he make big splash and all he do is wave,105,bad,,,,,,
656,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x541 at 0x12C075510>,Don't make me come up there.,746,finalist,,,,,,
657,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x541 at 0x12C075510>,It's great for your glutes.,746,bad,,,,,,
658,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x679 at 0x12C075660>,Yeah. Like you're such a great catch.,681,finalist,,,,,,
659,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x679 at 0x12C075660>,You've changed since we first met,681,bad,,,,,,
660,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=599x444 at 0x12C0756C0>,Save it. Ignorance of the law is no defense.,385,winner,"scene: the road description: A cop stopped a man in a car. He is pointing to a sign with a math equation on it. uncanny: There is a sign in the middle of nowhere with math equations on it. The policeman is pointing toward it. entities: Traffic_stop, Lecture. caption: Save it. Ignorance of the law is no defense.",A cop stopped a man in a car. He is pointing to a sign with a math equation on it.,the road,There is a sign in the middle of nowhere with math equations on it. The policeman is pointing toward it.,"A joke about cumbersome and confusing laws. This saying is a normal thing cops might say if they pulled you over for something illegal that you didn't understand was illegal. But here, the laws require convoluted advanced mathematical understanding that few possess. The cop explaining the math on the chalkboard to the confused and helpless driver is a funny over-exaggeration of the complexity of modern laws.",['What is the meaning of the math equations?']
661,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=599x444 at 0x12C0756C0>,Luckily for you I factored in the tail wind.,385,bad,,,,,,
662,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=323x212 at 0x12C075720>,"Now, THAT'S what I call good performance on probation.",43,bad,,,,,,
663,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=323x212 at 0x12C075720>,How many surprise witnesses do you have in that little car?,43,finalist,,,,,,
664,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=600x360 at 0x12C075960>,If you break her heart there will be consequences.,462,bad,,,,,,
665,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=600x360 at 0x12C075960>,He says he represents primitive artists.,462,finalist,,,,,,
666,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x547 at 0x12C075A50>,Do you think they know we've had a cure for ten years now?,706,bad,,,,,,
667,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x547 at 0x12C075A50>,"Of all the things we packed, I didn't think to bring my MetroCard.",706,finalist,,,,,,
668,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=465x320 at 0x12C075B70>,I knew he was practicing magic but I never took him serious.,162,bad,,,,,,
669,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=465x320 at 0x12C075B70>,Let's just say it attracts a more interesting type of woman.,162,finalist,,,,,,
670,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=500x378 at 0x12C075BD0>,Matisse now; Pollock later.,493,finalist,,,,,,
